Jornada;HoraP1;HoraP2;GRAVEDAD_ACCIDENTE;CLASE_ACCIDENTE;direccion_normalizada;tipo_principal;num_principal;tipo_secundaria;num_secundaria;FRECUENCIA;Heridos;Muertos;Material;YEAR;MES;DIA;Ponderacion;Riesgo
Tarde;No;No;Material;Choque;AV 47 CL 96;AV;47;CL;96;1;no;no;no;2019;July;Sun;4.33;Bajo
Tarde;No;No;Heridos;Choque;AV 47 CR 10;AV;47;CR;10;1;si;no;no;2019;March;Fri;5.33;Bajo
Tarde;No;No;Heridos;Choque;AV 47 CR 13B;AV;47;CR;13B;1;si;no;no;2019;June;Mon;5.33;Bajo
Tarde;No;Si;Heridos;Atropello;AV 47 CR 16;AV;47;CR;16;1;si;no;no;2018;May;Thu;9.67;Moderado
Morning;Si;No;Material;Choque;AV 47 CR 18;AV;47;CR;18;1;no;no;no;2018;July;Mon;7.0;Moderado
Tarde;No;No;Material;Choque;AV 47 CR 20;AV;47;CR;20;1;no;no;no;2019;August;Tue;4.33;Bajo
Tarde;No;Si;Material;Choque;AV 47 CR 27;AV;47;CR;27;1;no;no;no;2019;October;Tue;7.33;Moderado
Morning;No;No;Material;Choque;AV 47 CR 6;AV;47;CR;6;1;no;no;no;2020;January;Tue;4.0;Bajo
Tarde;No;No;Heridos;Choque;AV 47 CR 9;AV;47;CR;9;1;si;no;no;2018;April;Fri;5.33;Bajo
Noche;No;No;Heridos;Choque;AV 47 CR 9 M;AV;47;CR;9;1;si;no;no;2018;December;Tue;5.67;Bajo
Tarde;No;No;Material;Choque;AV CL 110 CR 6;CL;110;CR;6;1;no;no;no;2018;November;Thu;4.33;Bajo
Tarde;No;No;Heridos;Choque;AV CARIBE VERDE CL 130;CL;130;;;1;si;no;no;2019;March;Sun;5.33;Bajo
Noche;No;No;Heridos;Choque;AV CIA 40 87;;;;;1;si;no;no;2025;July;Tue;5.67;Bajo
Noche;No;No;Material;Choque;AV CIRCUNVALAR CL 47;CL;47;;;1;no;no;no;2021;April;Wed;4.67;Bajo
Tarde;No;No;Heridos;Choque;AV CINCUNVALAR CL 51 B;CL;51;;;1;si;no;no;2022;February;Fri;5.33;Bajo
Tarde;No;No;Heridos;Choque;AV CIRCUNVALAR CL 73;CL;73;;;1;si;no;no;2021;May;Tue;5.33;Bajo
Morning;Si;No;Heridos;Choque;AV CIRCUNVALAR CR 12;CR;12;;;1;si;no;no;2020;September;Wed;8.0;Moderado
Tarde;No;No;Material;Choque;AV CIRCUNVALAR CR 13C;CR;13C;;;1;no;no;no;2019;April;Fri;4.33;Bajo
Noche;No;Si;Material;Choque;AV CIRCUNVALAR CR 15 SUR;CR;15;;;1;no;no;no;2021;August;Thu;7.67;Moderado
Morning;Si;No;Heridos;Caida Ocupante;AV CIRCUNVALAR CORDIALIDAD;NOMBRE;CORDIALIDAD;;;1;si;no;no;2020;December;Tue;8.67;Moderado
Tarde;No;No;Material;Choque;AV CIRCUNAVALR CR 9G 12;CR;9G;;;1;no;no;no;2020;December;Tue;4.33;Bajo
Tarde;No;No;Material;Choque;AV CIRCUNAVLAR CL 98;CL;98;;;1;no;no;no;2021;August;Fri;4.33;Bajo
Morning;Si;No;Material;Choque;AV CIRCUNVALAR;;;;;1;no;no;no;2018;January;Fri;7.0;Moderado
Tarde;No;No;Heridos;Choque;AV CIRCUNVALAR 51B 175;;;;;1;si;no;no;2022;May;Wed;5.33;Bajo
Morning;Si;No;Heridos;Choque;AV CIRCUNVALAR 46 CL 110;CL;110;;;1;si;no;no;2021;September;Sun;8.0;Moderado
Tarde;No;No;Heridos;Atropello;AV CIRCUNVALAR CL 110 CR 46;CL;110;CR;46;1;si;no;no;2021;December;Tue;6.67;Moderado
Morning;No;No;Material;Choque;AV CIRCUNVALAR CL 48F;CL;48F;;;1;no;no;no;2021;April;Tue;4.0;Bajo
Morning;No;No;Heridos;Choque;AV CIRCUNVALAR CL 49;CL;49;;;1;si;no;no;2021;November;Mon;5.0;Bajo
Noche;No;No;Material;Choque;AV CIRCUNVALAR CR 15 SUR;CR;15;;;1;no;no;no;2021;November;Sat;4.67;Bajo
Morning;Si;No;Heridos;Choque;AV CIRCUNVALAR CR 43;CR;43;;;1;si;no;no;2022;May;Mon;8.0;Moderado
Morning;Si;No;Heridos;Choque;AV CIRCUNVALAR CR 9 G;CR;9;;;1;si;no;no;2021;September;Sun;8.0;Moderado
Tarde;No;No;Material;Choque;AV CIRCUNVALAR CR 9G;CR;9G;;;1;no;no;no;2021;September;Thu;4.33;Bajo
Morning;No;No;Heridos;Choque;AV CIRCUNVALAR VENTANA AL MUNDO;;;;;1;si;no;no;2024;December;Mon;5.0;Bajo
Tarde;No;No;Heridos;Choque;AV CIRCUNVALAR 25 54;;;;;1;si;no;no;2025;March;Tue;5.33;Bajo
Tarde;No;No;Heridos;Choque;AV CIRCUNVALAR 3 79;;;;;1;si;no;no;2025;February;Mon;5.33;Bajo
Morning;No;No;Material;Choque;AV CIRCUNVALAR 80 98;;;;;1;no;no;no;2022;June;Sat;4.0;Bajo
Tarde;No;No;Heridos;Choque;AV CIRCUNVALAR (CL 110) CR 43;CL;110;CR;43;1;si;no;no;2023;May;Wed;5.33;Bajo
Noche;No;No;Heridos;Choque;AV CIRCUNVALAR + 100 VIA 40;NOMBRE;VIA 40;;;1;si;no;no;2018;June;Fri;5.67;Bajo
Tarde;No;No;Material;Choque;AV CIRCUNVALAR + 1500 MTS DESPUES DEL PUENTE DE LA CORDIALIDAD;NOMBRE;CORDIALIDAD;;;1;no;no;no;2018;December;Sat;4.33;Bajo
Noche;No;Si;Material;Choque;AV CIRCUNVALAR 10 4 27;;;;;1;no;no;no;2018;February;Mon;7.67;Moderado
Tarde;No;No;Heridos;Choque;AV CIRCUNVALAR 110 14 78;;;;;1;si;no;no;2020;March;Mon;5.33;Bajo
Tarde;No;No;Material;Choque;AV CIRCUNVALAR 110 CR 31;CR;31;;;1;no;no;no;2018;November;Sat;4.33;Bajo
Morning;No;No;Heridos;Choque;AV CIRCUNVALAR 13B 04;;;;;1;si;no;no;2019;April;Mon;5.0;Bajo
Noche;No;No;Muertos;Choque;AV CIRCUNVALAR 14A 98;;;;;1;no;no;no;2019;March;Fri;6.67;Moderado
Tarde;No;No;Material;Choque;AV CIRCUNVALAR 174 70;;;;;1;no;no;no;2019;April;Thu;4.33;Bajo
Tarde;No;No;Heridos;Choque;AV CIRCUNVALAR 26 51;;;;;1;si;no;no;2020;June;Sat;5.33;Bajo
Morning;Si;No;Material;Choque;AV CIRCUNVALAR 35 150;;;;;1;no;no;no;2019;March;Sat;7.0;Moderado
Morning;No;No;Heridos;Atropello;AV CIRCUNVALAR 4 30;;;;;1;si;no;no;2019;May;Mon;6.33;Moderado
Tarde;No;No;Material;Choque;AV CIRCUNVALAR 43;;;;;1;no;no;no;2020;October;Fri;4.33;Bajo
Tarde;No;No;Material;Choque;AV CIRCUNVALAR 43 509;;;;;1;no;no;no;2019;November;Thu;4.33;Bajo
Tarde;No;No;Material;Choque;AV CIRCUNVALAR 47B 04;;;;;1;no;no;no;2018;February;Fri;4.33;Bajo
Morning;Si;No;Material;Choque;AV CIRCUNVALAR 47C 32;;;;;1;no;no;no;2018;June;Tue;7.0;Moderado
Tarde;No;No;Material;Choque;AV CIRCUNVALAR 49 39;;;;;1;no;no;no;2019;January;Wed;4.33;Bajo
Morning;No;No;Material;Choque;AV CIRCUNVALAR 49 76;;;;;1;no;no;no;2018;June;Fri;4.0;Bajo
Tarde;No;No;Material;Choque;AV CIRCUNVALAR 4E 12 BODEGA 12;;;;;1;no;no;no;2020;October;Wed;4.33;Bajo
Noche;No;No;Material;Choque;AV CIRCUNVALAR 50 158;;;;;1;no;no;no;2018;October;Thu;4.67;Bajo
Noche;No;No;Material;Choque;AV CIRCUNVALAR 6 361;;;;;2;no;no;no;2019;January;Mon;5.67;Bajo
Tarde;No;No;Heridos;Choque;AV CIRCUNVALAR 6 361;;;;;2;si;no;no;2019;April;Sun;6.33;Moderado
Noche;No;Si;Material;Choque;AV CIRCUNVALAR 6 901;;;;;1;no;no;no;2018;July;Tue;7.67;Moderado
Morning;Si;No;Heridos;Choque;AV CIRCUNVALAR 69 28;;;;;1;si;no;no;2018;October;Sun;8.0;Moderado
Tarde;No;No;Material;Choque;AV CIRCUNVALAR 69 339;;;;;1;no;no;no;2018;June;Thu;4.33;Bajo
Noche;No;No;Heridos;Choque;AV CIRCUNVALAR 7 DE ABRIL;;;;;1;si;no;no;2020;October;Sun;5.67;Bajo
Tarde;No;No;Heridos;Choque;AV CIRCUNVALAR 70 168;;;;;1;si;no;no;2018;May;Thu;5.33;Bajo
Tarde;No;No;Material;Choque;AV CIRCUNVALAR 78 123;;;;;1;no;no;no;2018;December;Mon;4.33;Bajo
Tarde;No;No;Heridos;Choque;AV CIRCUNVALAR 90 204;;;;;1;si;no;no;2018;June;Fri;5.33;Bajo
Morning;Si;No;Material;Choque;AV CIRCUNVALAR 98 102;;;;;1;no;no;no;2021;January;Mon;7.0;Moderado
Noche;No;No;Heridos;Choque;AV CIRCUNVALAR 98 474;;;;;1;si;no;no;2019;March;Fri;5.67;Bajo
Tarde;No;No;Heridos;Choque;AV CIRCUNVALAR 98 656;;;;;1;si;no;no;2020;November;Fri;5.33;Bajo
Morning;No;No;Material;Choque;AV CIRCUNVALAR 9G 390;;;;;1;no;no;no;2018;July;Sat;4.0;Bajo
Noche;No;No;Heridos;Choque;AV CIRCUNVALAR ALTURA EUROPARK;;;;;1;si;no;no;2019;January;Mon;5.67;Bajo
Noche;No;No;Material;Choque;AV CIRCUNVALAR AC CORDIALIDAD;NOMBRE;CORDIALIDAD;;;1;no;no;no;2018;June;Sun;4.67;Bajo
Noche;No;Si;Material;Choque;AV CIRCUNVALAR AV CORDIALIDAD;NOMBRE;CORDIALIDAD;;;2;no;no;no;2018;June;Fri;8.67;Moderado
Tarde;No;No;Material;Choque;AV CIRCUNVALAR AV CORDIALIDAD;NOMBRE;CORDIALIDAD;;;1;no;no;no;2018;October;Tue;4.33;Bajo
Morning;Si;No;Material;Choque;AV CIRCUNVALAR AV CORDIALIDAD;NOMBRE;CORDIALIDAD;;;2;no;no;no;2019;January;Thu;8.0;Moderado
Noche;No;No;Heridos;Choque;AV CIRCUNVALAR CL 100 CR 26;CL;100;CR;26;1;si;no;no;2022;December;Thu;5.67;Bajo
Tarde;No;No;Material;Choque;AV CIRCUNVALAR CL 107;CL;107;;;1;no;no;no;2018;May;Wed;4.33;Bajo
Morning;No;No;Heridos;Atropello;AV CIRCUNVALAR CL 110;CL;110;;;1;si;no;no;2018;August;Wed;6.33;Moderado
Morning;Si;No;Material;Choque;AV CIRCUNVALAR CL 110;CL;110;;;2;no;no;no;2019;July;Thu;8.0;Moderado
Noche;No;Si;Material;Choque;AV CIRCUNVALAR CL 110;CL;110;;;2;no;no;no;2020;November;Tue;8.67;Moderado
Noche;No;No;Muertos;Choque;AV CIRCUNVALAR CL 110 A 100 METROS DE LA ROTONDA, MONUMENTO VENTANA DEL;CL;110;;;1;no;no;no;2022;March;Fri;6.67;Moderado
Tarde;No;No;Heridos;Atropello;AV CIRCUNVALAR CL 110 CR 12;CL;110;CR;12;1;si;no;no;2022;February;Thu;6.67;Moderado
Noche;No;No;Heridos;Choque;AV CIRCUNVALAR CL 110 CR 2 SUR;CL;110;CR;2;1;si;no;no;2022;March;Wed;5.67;Bajo
Noche;No;No;Heridos;Atropello;AV CIRCUNVALAR CL 110 CR 27;CL;110;CR;27;1;si;no;no;2019;October;Thu;7.0;Moderado
Tarde;No;Si;Heridos;Choque;AV CIRCUNVALAR CL 110 CR 27;CL;110;CR;27;1;si;no;no;2022;July;Sun;8.33;Moderado
Morning;No;No;Material;Choque;AV CIRCUNVALAR CL 110 CR 31;CL;110;CR;31;1;no;no;no;2021;October;Tue;4.0;Bajo
Noche;No;No;Heridos;Atropello;AV CIRCUNVALAR CL 110 CR 36B;CL;110;CR;36B;1;si;no;no;2024;September;Tue;7.0;Moderado
Noche;No;Si;Material;Choque;AV CIRCUNVALAR CL 110 CR 38;CL;110;CR;38;1;no;no;no;2022;February;Wed;7.67;Moderado
Morning;No;No;Material;Choque;AV CIRCUNVALAR CL 110 CR 46;CL;110;CR;46;1;no;no;no;2018;November;Wed;4.0;Bajo
Morning;Si;No;Heridos;Choque;AV CIRCUNVALAR CL 110 CR 6;CL;110;CR;6;1;si;no;no;2019;March;Tue;8.0;Moderado
Noche;No;No;Heridos;Volcamiento;AV CIRCUNVALAR CL 110 CR 6B;CL;110;CR;6B;1;si;no;no;2022;May;Sun;5.67;Bajo
Noche;No;Si;Material;Choque;AV CIRCUNVALAR CL 110 CR 9G;CL;110;CR;9G;1;no;no;no;2020;February;Sun;7.67;Moderado
Tarde;No;No;Material;Choque;AV CIRCUNVALAR CL 12A;CL;12A;;;1;no;no;no;2020;May;Tue;4.33;Bajo
Tarde;No;No;Material;Choque;AV CIRCUNVALAR CL 37;CL;37;;;1;no;no;no;2021;April;Thu;4.33;Bajo
Tarde;No;No;Material;Choque;AV CIRCUNVALAR CL 45;CL;45;;;6;no;no;no;2018;October;Sat;6.33;Moderado
Tarde;No;No;Heridos;Choque;AV CIRCUNVALAR CL 45;CL;45;;;6;si;no;no;2019;March;Wed;7.33;Moderado
Noche;No;Si;Material;Choque;AV CIRCUNVALAR CL 45;CL;45;;;6;no;no;no;2019;July;Thu;9.67;Moderado
Noche;No;No;Heridos;Choque;AV CIRCUNVALAR CL 45;CL;45;;;6;si;no;no;2020;February;Wed;7.67;Moderado
Morning;No;No;Heridos;Choque;AV CIRCUNVALAR CL 45;CL;45;;;6;si;no;no;2021;August;Tue;7.0;Moderado
Tarde;No;No;Material;Choque;AV CIRCUNVALAR CL 45;CL;45;;;6;no;no;no;2021;August;Tue;6.33;Moderado
Tarde;No;Si;Heridos;Choque;AV CIRCUNVALAR CL 45;CL;45;;;1;si;no;no;2022;December;Mon;8.33;Moderado
Morning;No;No;Heridos;Choque;AV CIRCUNVALAR CL 45H;CL;45H;;;1;si;no;no;2025;April;Fri;5.0;Bajo
Morning;No;No;Material;Choque;AV CIRCUNVALAR CL 46;CL;46;;;8;no;no;no;2018;August;Wed;6.0;Bajo
Morning;Si;No;Material;Choque;AV CIRCUNVALAR CL 46;CL;46;;;8;no;no;no;2018;November;Sat;9.0;Moderado
Tarde;No;No;Material;Choque;AV CIRCUNVALAR CL 46;CL;46;;;10;no;no;no;2018;December;Mon;6.33;Moderado
Morning;Si;No;Heridos;Choque;AV CIRCUNVALAR CL 46;CL;46;;;10;si;no;no;2019;April;Tue;10.0;Moderado
Morning;No;No;Material;Choque;AV CIRCUNVALAR CL 46;CL;46;;;10;no;no;no;2019;May;Tue;6.0;Bajo
Morning;Si;No;Material;Choque;AV CIRCUNVALAR CL 46;CL;46;;;10;no;no;no;2019;July;Fri;9.0;Moderado
Morning;No;No;Material;Choque;AV CIRCUNVALAR CL 46;CL;46;;;10;no;no;no;2020;March;Thu;6.0;Bajo
Noche;No;Si;Heridos;Choque;AV CIRCUNVALAR CL 46;CL;46;;;10;si;no;no;2020;April;Sat;10.67;Alto
Noche;No;No;Heridos;Choque;AV CIRCUNVALAR CL 46;CL;46;;;10;si;no;no;2020;October;Sat;7.67;Moderado
Morning;No;No;Heridos;Choque;AV CIRCUNVALAR CL 46;CL;46;;;10;si;no;no;2021;February;Fri;7.0;Moderado
Morning;Si;No;Heridos;Choque;AV CIRCUNVALAR CL 46;CL;46;;;10;si;no;no;2021;February;Tue;10.0;Moderado
Noche;No;No;Heridos;Atropello;AV CIRCUNVALAR CL 46;CL;46;;;8;si;no;no;2021;September;Sat;9.0;Moderado
Noche;No;No;Heridos;Caida Ocupante;AV CIRCUNVALAR CL 46;CL;46;;;10;si;no;no;2021;September;Thu;8.33;Moderado
Tarde;No;No;Material;Choque;AV CIRCUNVALAR CL 46;CL;46;;;8;no;no;no;2022;February;Tue;6.33;Moderado
Tarde;No;Si;Heridos;Choque;AV CIRCUNVALAR CL 46;CL;46;;;8;si;no;no;2022;April;Tue;10.33;Alto
Noche;No;No;Heridos;Choque;AV CIRCUNVALAR CL 46;CL;46;;;8;si;no;no;2022;June;Wed;7.67;Moderado
Noche;No;Si;Heridos;Choque;AV CIRCUNVALAR CL 46;CL;46;;;8;si;no;no;2022;July;Sun;10.67;Alto
Tarde;No;No;Heridos;Caida Ocupante;AV CIRCUNVALAR CL 46;CL;46;;;8;si;no;no;2023;February;Wed;8.0;Moderado
Tarde;No;No;Heridos;Choque;AV CIRCUNVALAR CL 46;CL;46;;;1;si;no;no;2024;February;Sat;5.33;Bajo
Tarde;No;No;Material;Choque;AV CIRCUNVALAR CL 46C;CL;46C;;;1;no;no;no;2018;September;Sun;4.33;Bajo
Noche;No;No;Material;Choque;AV CIRCUNVALAR CL 47;CL;47;;;3;no;no;no;2019;April;Sun;6.67;Moderado
Noche;No;No;Heridos;Atropello;AV CIRCUNVALAR CL 47;CL;47;;;3;si;no;no;2019;May;Sat;9.0;Moderado
Morning;No;No;Heridos;Atropello;AV CIRCUNVALAR CL 47;CL;47;;;3;si;no;no;2020;March;Wed;8.33;Moderado
Noche;No;No;Material;Choque;AV CIRCUNVALAR CL 47A;CL;47A;;;2;no;no;no;2018;February;Fri;5.67;Bajo
Noche;No;No;Material;Choque;AV CIRCUNVALAR CL 47A;CL;47A;;;2;no;no;no;2019;July;Sat;5.67;Bajo
Morning;No;No;Heridos;Choque;AV CIRCUNVALAR CL 48;CL;48;;;2;si;no;no;2021;April;Thu;6.0;Bajo
Noche;No;No;Heridos;Otro;AV CIRCUNVALAR CL 48;CL;48;;;2;si;no;no;2021;September;Sat;6.67;Moderado
Tarde;No;No;Heridos;Atropello;AV CIRCUNVALAR CL 48;CL;48;;;1;si;no;no;2024;February;Thu;6.67;Moderado
Noche;No;No;Heridos;Choque;AV CIRCUNVALAR CL 48D;CL;48D;;;1;si;no;no;2021;November;Mon;5.67;Bajo
Noche;No;No;Material;Choque;AV CIRCUNVALAR CL 48F;CL;48F;;;1;no;no;no;2018;August;Fri;4.67;Bajo
Tarde;No;No;Material;Choque;AV CIRCUNVALAR CL 48F;CL;48F;;;3;no;no;no;2018;October;Fri;6.33;Moderado
Tarde;No;No;Heridos;Choque;AV CIRCUNVALAR CL 48F;CL;48F;;;1;si;no;no;2019;August;Thu;5.33;Bajo
Tarde;No;Si;Heridos;Choque;AV CIRCUNVALAR CL 48F;CL;48F;;;3;si;no;no;2021;January;Thu;10.33;Alto
Morning;Si;No;Heridos;Choque;AV CIRCUNVALAR CL 48F;CL;48F;;;3;si;no;no;2021;May;Sat;10.0;Moderado
Morning;No;No;Material;Choque;AV CIRCUNVALAR CL 49;CL;49;;;4;no;no;no;2018;February;Fri;6.0;Bajo
Noche;No;No;Heridos;Choque;AV CIRCUNVALAR CL 49;CL;49;;;4;si;no;no;2018;March;Mon;7.67;Moderado
Tarde;No;No;Heridos;Atropello;AV CIRCUNVALAR CL 49;CL;49;;;4;si;no;no;2018;June;Mon;8.67;Moderado
Tarde;No;No;Material;Choque;AV CIRCUNVALAR CL 49;CL;49;;;4;no;no;no;2018;September;Thu;6.33;Moderado
Noche;No;No;Heridos;Atropello;AV CIRCUNVALAR CL 49;CL;49;;;4;si;no;no;2020;February;Mon;9.0;Moderado
Noche;No;Si;Material;Choque;AV CIRCUNVALAR CL 49;CL;49;;;4;no;no;no;2020;March;Thu;9.67;Moderado
Noche;No;Si;Material;Choque;AV CIRCUNVALAR CL 49;CL;49;;;4;no;no;no;2020;October;Mon;9.67;Moderado
Morning;No;No;Heridos;Atropello;AV CIRCUNVALAR CL 49;CL;49;;;4;si;no;no;2024;March;Tue;8.33;Moderado
Tarde;No;Si;Heridos;Choque;AV CIRCUNVALAR CL 49;CL;49;;;1;si;no;no;2024;March;Tue;8.33;Moderado
Noche;No;No;Heridos;Choque;AV CIRCUNVALAR CL 50;CL;50;;;3;si;no;no;2020;January;Tue;7.67;Moderado
Tarde;No;No;Heridos;Choque;AV CIRCUNVALAR CL 50;CL;50;;;3;si;no;no;2020;December;Fri;7.33;Moderado
Noche;No;No;Material;Choque;AV CIRCUNVALAR CL 50;CL;50;;;3;no;no;no;2020;December;Wed;6.67;Moderado
Noche;No;No;Heridos;Choque;AV CIRCUNVALAR CL 50 16;CL;50;;;1;si;no;no;2018;January;Sun;5.67;Bajo
Noche;No;No;Heridos;Choque;AV CIRCUNVALAR CL 51;CL;51;;;2;si;no;no;2018;April;Fri;6.67;Moderado
Noche;No;No;Heridos;Choque;AV CIRCUNVALAR CL 51;CL;51;;;2;si;no;no;2023;January;Tue;6.67;Moderado
Morning;No;No;Heridos;Choque;AV CIRCUNVALAR CL 51 B;CL;51;;;1;si;no;no;2023;November;Mon;5.0;Bajo
Tarde;No;No;Material;Choque;AV CIRCUNVALAR CL 51B;CL;51B;;;6;no;no;no;2018;February;Sun;6.33;Moderado
Noche;No;No;Heridos;Atropello;AV CIRCUNVALAR CL 51B;CL;51B;;;14;si;no;no;2018;April;Sun;9.0;Moderado
Morning;No;No;Material;Choque;AV CIRCUNVALAR CL 51B;CL;51B;;;6;no;no;no;2018;June;Fri;6.0;Bajo
Noche;No;Si;Heridos;Atropello;AV CIRCUNVALAR CL 51B;CL;51B;;;6;si;no;no;2018;November;Fri;12.0;Alto
Noche;No;No;Heridos;Choque;AV CIRCUNVALAR CL 51B;CL;51B;;;14;si;no;no;2018;November;Thu;7.67;Moderado
Tarde;No;No;Material;Choque;AV CIRCUNVALAR CL 51B;CL;51B;;;6;no;no;no;2018;November;Tue;6.33;Moderado
Morning;Si;No;Heridos;Choque;AV CIRCUNVALAR CL 51B;CL;51B;;;14;si;no;no;2018;December;Wed;10.0;Moderado
Noche;No;Si;Material;Choque;AV CIRCUNVALAR CL 51B;CL;51B;;;14;no;no;no;2019;February;Wed;9.67;Moderado
Morning;No;No;Heridos;Choque;AV CIRCUNVALAR CL 51B;CL;51B;;;14;si;no;no;2019;February;Fri;7.0;Moderado
Noche;No;No;Material;Choque;AV CIRCUNVALAR CL 51B;CL;51B;;;14;no;no;no;2019;March;Tue;6.67;Moderado
Tarde;No;No;Material;Choque;AV CIRCUNVALAR CL 51B;CL;51B;;;14;no;no;no;2019;April;Fri;6.33;Moderado
Morning;No;No;Material;Choque;AV CIRCUNVALAR CL 51B;CL;51B;;;14;no;no;no;2019;May;Sat;6.0;Bajo
Tarde;No;No;Material;Choque;AV CIRCUNVALAR CL 51B;CL;51B;;;14;no;no;no;2019;May;Thu;6.33;Moderado
Tarde;No;No;Heridos;Choque;AV CIRCUNVALAR CL 51B;CL;51B;;;14;si;no;no;2019;June;Sun;7.33;Moderado
Noche;No;No;Material;Choque;AV CIRCUNVALAR CL 51B;CL;51B;;;14;no;no;no;2019;July;Tue;6.67;Moderado
Morning;No;No;Heridos;Caida Ocupante;AV CIRCUNVALAR CL 51B;CL;51B;;;14;si;no;no;2019;October;Mon;7.67;Moderado
Noche;No;No;Heridos;Atropello;AV CIRCUNVALAR CL 51B;CL;51B;;;14;si;no;no;2020;February;Mon;9.0;Moderado
Tarde;No;No;Heridos;Choque;AV CIRCUNVALAR CL 51B;CL;51B;;;14;si;no;no;2021;July;Sat;7.33;Moderado
Noche;No;No;Heridos;Volcamiento;AV CIRCUNVALAR CL 51B;CL;51B;;;6;si;no;no;2022;November;Wed;7.67;Moderado
Morning;No;No;Heridos;Choque;AV CIRCUNVALAR CL 51B;CL;51B;;;2;si;no;no;2023;September;Mon;6.0;Bajo
Morning;No;No;Heridos;Choque;AV CIRCUNVALAR CL 51B;CL;51B;;;6;si;no;no;2023;September;Sat;7.0;Moderado
Morning;No;No;Heridos;Atropello;AV CIRCUNVALAR CL 51B;CL;51B;;;2;si;no;no;2024;July;Thu;7.33;Moderado
Morning;Si;No;Material;Choque;AV CIRCUNVALAR CL 53;CL;53;;;1;no;no;no;2018;April;Mon;7.0;Moderado
Tarde;No;No;Heridos;Atropello;AV CIRCUNVALAR CL 69;CL;69;;;1;si;no;no;2019;June;Fri;6.67;Moderado
Morning;No;No;Heridos;Atropello;AV CIRCUNVALAR CL 69;CL;69;;;1;si;no;no;2024;June;Sun;6.33;Moderado
Tarde;No;No;Heridos;Choque;AV CIRCUNVALAR CL 70;CL;70;;;5;si;no;no;2018;August;Sat;7.33;Moderado
Noche;No;No;Material;Choque;AV CIRCUNVALAR CL 70;CL;70;;;5;no;no;no;2021;February;Wed;6.67;Moderado
Noche;No;Si;Heridos;Choque;AV CIRCUNVALAR CL 70;CL;70;;;5;si;no;no;2021;February;Sat;10.67;Alto
Morning;No;No;Heridos;Choque;AV CIRCUNVALAR CL 70;CL;70;;;5;si;no;no;2021;April;Tue;7.0;Moderado
Morning;No;No;Material;Choque;AV CIRCUNVALAR CL 70;CL;70;;;5;no;no;no;2021;April;Mon;6.0;Bajo
Tarde;No;No;Material;Choque;AV CIRCUNVALAR CL 70;CL;70;;;2;no;no;no;2022;June;Sat;5.33;Bajo
Noche;No;No;Material;Choque;AV CIRCUNVALAR CL 70;CL;70;;;2;no;no;no;2022;June;Tue;5.67;Bajo
Tarde;No;No;Material;Choque;AV CIRCUNVALAR CL 71;CL;71;;;1;no;no;no;2021;August;Sun;4.33;Bajo
Tarde;No;No;Heridos;Choque;AV CIRCUNVALAR CL 72;CL;72;;;2;si;no;no;2019;April;Tue;6.33;Moderado
Tarde;No;No;Heridos;Choque;AV CIRCUNVALAR CL 72;CL;72;;;2;si;no;no;2020;April;Mon;6.33;Moderado
Morning;Si;No;Heridos;Choque;AV CIRCUNVALAR CL 73B 15 40;CL;73B;;;1;si;no;no;2018;November;Mon;8.0;Moderado
Morning;No;No;Heridos;Choque;AV CIRCUNVALAR CL 74;CL;74;;;3;si;no;no;2019;April;Mon;7.0;Moderado
Morning;Si;No;Heridos;Choque;AV CIRCUNVALAR CL 74;CL;74;;;3;si;no;no;2019;April;Mon;10.0;Moderado
Tarde;No;No;Heridos;Choque;AV CIRCUNVALAR CL 74;CL;74;;;3;si;no;no;2021;September;Sat;7.33;Moderado
Tarde;No;No;Material;Choque;AV CIRCUNVALAR CL 74;CL;74;;;1;no;no;no;2025;January;Sat;4.33;Bajo
Noche;No;No;Material;Choque;AV CIRCUNVALAR CL 75;CL;75;;;1;no;no;no;2019;March;Fri;4.67;Bajo
Tarde;No;No;Heridos;Choque;AV CIRCUNVALAR CL 76;CL;76;;;3;si;no;no;2019;November;Tue;7.33;Moderado
Tarde;No;No;Material;Choque;AV CIRCUNVALAR CL 76;CL;76;;;3;no;no;no;2020;July;Fri;6.33;Moderado
Noche;No;No;Material;Choque;AV CIRCUNVALAR CL 76;CL;76;;;3;no;no;no;2020;December;Tue;6.67;Moderado
Tarde;No;No;Material;Choque;AV CIRCUNVALAR CL 77;CL;77;;;2;no;no;no;2018;September;Sat;5.33;Bajo
Tarde;No;No;Material;Choque;AV CIRCUNVALAR CL 77;CL;77;;;2;no;no;no;2019;March;Mon;5.33;Bajo
Noche;No;No;Heridos;Choque;AV CIRCUNVALAR CL 77;CL;77;;;2;si;no;no;2019;September;Wed;6.67;Moderado
Morning;Si;No;Heridos;Choque;AV CIRCUNVALAR CL 77;CL;77;;;2;si;no;no;2024;August;Tue;9.0;Moderado
Morning;Si;No;Heridos;Choque;AV CIRCUNVALAR CL 77;CL;77;;;1;si;no;no;2025;January;Fri;8.0;Moderado
Tarde;No;No;Heridos;Choque;AV CIRCUNVALAR CL 77B;CL;77B;;;1;si;no;no;2025;January;Thu;5.33;Bajo
Noche;No;No;Material;Choque;AV CIRCUNVALAR CL 78;CL;78;;;1;no;no;no;2018;March;Fri;4.67;Bajo
